id,name,type,category,city,description,heat_score,rating_score,tag_json,cover_url,status,created_at,lng_lat
98,验粮楼,scenic,历史古迹,北京市,验粮楼原名大光楼，又称坝楼，始建于明嘉靖七年（1528），同治十一年（1872）重修，南北添建平台各三间。,2.4,4.2,历史建筑|古建筑|观景建筑,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816032330708.jpg,1,,
99,高君宇烈士墓,scenic,纪念馆/名人故居,北京市,高君宇墓位于宣武区陶然亭公园石桥南锦秋墩的北坡前，其身旁还有一位他生前的女友石评梅女士之墓。,4.4,3.9,爱国主义教育|红色旅游,https://r1.visitbeijing.com.cn/vbj-s/2017/0719/20170719062656366.jpg,1,,
100,国子监街,scenic,历史文化街区,北京市,国子监街，在北京市东城区安定门内，是一条东西向的胡同。,7.3,4.1,历史文化街区|孔庙|国子监|胡同,https://r1.visitbeijing.com.cn/vbj-s/2017/0719/20170719042705486.jpg,1,,
101,长城大庄科段,scenic,历史古迹,北京市,大庄科段长城，与八达岭段长城同属“内长城”，其起点位于大庄科乡龙泉峪村东1.4公里处，同怀柔的水峪村长城相接,8.2,3.8,世界遗产|摄影打卡|登山徒步|长城段,https://r1.visitbeijing.com.cn/vbj-s/2017/0717/20170717051157467.jpg,1,,
102,喇叭沟原始森林,scenic,森林/湿地公园,北京市,喇叭沟门原始次生林生态景区，在怀柔区最北端的喇叭沟门满族乡孙栅子村，距北京市区约160公里，有原始次生林7万亩，海拔1700多米高的南猴岭是怀柔区的最高峰。,3.2,3.8,原始森林|山地风光|徒步|森林公园|自然保护区|自然景观|自然生态|避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0720/20170720051835990.jpg,1,,
103,北京马骏烈士墓,scenic,纪念馆/名人故居,北京市,马骏烈士墓于1984和1987年分别被朝阳区和北京市政府列为重点烈士名墓及文物保护单位。,1.1,4.3,爱国主义教育|红色旅游,https://r1.visitbeijing.com.cn/vbj-s/2017/0719/20170719052123496.jpg,1,,
104,常营清真寺,scenic,宗教场所,北京市,常营清真寺位于北京市朝阳区常营地区常营民族新村。1986年，朝阳区人民政府将“常营清真寺”公布为“北京市朝阳区文物保护单位”。,1.9,4.6,伊斯兰教|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2017/0717/20170717043811440.jpg,1,,
105,棺材山,scenic,自然景区,北京市,顾名思义，棺材山外形怪异，远观真如一口巨棺横卧于群峰之间。,1.2,4.4,山地风光|摄影|登山|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2017/0719/20170719034705588.jpg,1,,
106,望京亭,scenic,历史古迹,北京市,据说可以看见整个北京城的亭子。,1.1,4.7,历史建筑|古建筑|观景建筑,https://r1.visitbeijing.com.cn/vbj-s/2017/0719/20170719061412408.jpg,1,,
107,斋堂城遗址,scenic,历史古迹,北京市,斋堂城遗址 位于北京市门头沟区斋堂镇斋堂村，是东通京师、西达河北省至蒙古高原的大道，明代建城于此，扼守古道通途。,2.9,4.5,历史文化|考古|遗址,https://r1.visitbeijing.com.cn/vbj-s/2017/0718/20170718053636853.jpg,1,,
108,北京静逸清采摘园,scenic,农业观光,北京市,静逸清采摘园，是祥居集团的主要成员和对外宣传的重要窗口。她坐落在“中国西瓜之乡”、美丽富饶的京南重镇-庞各庄。,4.4,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0615/20170615014028832.jpg,1,,
109,东华门大街,scenic,历史文化街区,北京市,东华门大街西起故宫东华门，东至王府井大街，路面宽敞，长不过一站路。,8.8,4.1,历史文化街区|故宫周边|中轴线|商业,https://r1.visitbeijing.com.cn/vbj-s/2017/0720/20170720045734526.jpg,1,,
110,老北京风情街,scenic,商业街区,北京市,老北京风情街位于中国北京市东城区王府井地区，是集中展示老北京民俗文化的商业中心。,5.3,4.8,商业街区|老北京风情|购物美食,https://r1.visitbeijing.com.cn/vbj-s/2017/0720/20170720043447317.jpg,1,,
111,慈禧水道,scenic,自然景区,北京市,"""慈禧水道""具有悠久的历史和丰富的文化内涵，始于乾隆，盛于光绪。",1.4,3.9,亲水|历史水道|水域风光|游船|皇家,https://r1.visitbeijing.com.cn/vbj-s/2017/0718/20170718050842540.jpg,1,,
112,艺术8,scenic,文化艺术空间,北京市,艺术8坐落于北京东城区皇城根北街甲20号，建于1920年的原中法大学。,4.5,3.7,展览|文创|艺术空间,https://r1.visitbeijing.com.cn/vbj-s/2018/0105/20180105032711962.jpg,1,,
113,静心斋,scenic,历史古迹,北京市,静心斋原名镜清斋。在北海北岸，西邻天王殿。,2.8,3.9,古典园林|湖光山色|皇家园林,https://r1.visitbeijing.com.cn/vbj-s/2017/0829/20170829051302418.jpg,1,,
114,京师女子师范学堂旧址,scenic,历史古迹,北京市,京师女子师范学堂旧址位于西城区新文化街45号，现为北京市鲁迅中学。,1.9,4.1,历史建筑|教育史|旧址,https://r1.visitbeijing.com.cn/vbj-s/2017/0829/20170829033908964.jpg,1,,
115,快雪堂,scenic,历史古迹,北京市,快雪堂位于北海公园波光潋滟的太液池北岸，紧邻九龙壁，规制宏敞的阐福寺东侧。,5.1,3.6,古典园林|湖光山色|皇家园林,https://r1.visitbeijing.com.cn/vbj-s/2017/0828/20170828041206267.jpg,1,,
116,荀慧生故居,scenic,纪念馆/名人故居,北京市,荀慧生故居为区级文物保护单位。位于北京市宣武区山西街。故居坐西朝东，四合院格局。,7.7,4.8,名人故居,https://r1.visitbeijing.com.cn/vbj-s/2017/0828/20170828093524353.jpg,1,,
117,西苑美食街,scenic,商业街区,北京市,西苑美食街地处北京西苑地铁站，是海淀区小有名气的集购物与美食于一体的景区,5.7,3.7,商业街区|网红打卡|购物美食,https://r1.visitbeijing.com.cn/vbj-s/2017/0712/20170712052629376.jpg,1,,
118,祾恩殿,scenic,历史古迹,北京市,站在祾恩门内向北望，一座气势非凡的大殿矗立在庭院的中央，它就是十三陵中唯一保存下来的祾恩殿。,2.4,4,十三陵|古建筑|皇家建筑,https://r1.visitbeijing.com.cn/vbj-s/2017/0829/20170829045629835.jpg,1,,
119,汤河口白河湾湿地公园,scenic,森林/湿地公园,北京市,怀柔白河湾湿地公园位于怀柔区汤河口镇和琉璃庙镇境内，沿汤河而下，北至汤河口镇政府、沿后安岭村向南至琉璃庙镇政府附近。,1.4,4.8,湿地公园|观鸟,https://r1.visitbeijing.com.cn/vbj-s/2017/0714/20170714033138619.jpg,1,,
120,北京大柳树鬼市,scenic,商业街区,北京市,北京只在周三晚上凌晨三点开始的杂货市场，是京城探险寻球刺激的好去处,3.6,4.1,夜市|特色集市|跳蚤市场,https://r1.visitbeijing.com.cn/vbj-s/2017/0714/20170714030231546.jpg,1,,
121,罗红摄影艺术馆,scenic,文化艺术空间,北京市,罗红摄影艺术馆展出的是从罗红先生20年拍摄的几十万张作品中精选出来的第一批150张照片，含自然风光、野生动物、神秘的纳纯湖三大部分，每一部分都让人身临其境地感受大自然磅礴的力量和罕见的美，激发人对自然最本能的渴望与向往。,3.9,4.8,文创园区|美术馆/艺术馆|艺术展览,https://r1.visitbeijing.com.cn/vbj-s/2018/0702/20180702024050187.jpg,1,,
122,松美术馆,scenic,文化艺术空间,北京市,松美术馆是一座具有国际视角、国际标准的艺术空间，坐落于北京市顺义区温榆河畔。由华谊兄弟创始人、董事长，当代艺术家，收藏家王中军先生创办，于2017年9月正式开馆。,3.4,3.7,文创园区|美术馆/艺术馆|艺术展览,https://r1.visitbeijing.com.cn/vbj-s/2018/0626/20180626072609857.png,1,,
123,北务香逸葡萄大观园,scenic,农业观光,北京市,北务香逸葡萄大观园坐落于京郊瓜菜名镇——北务，几年来在北京市园林绿化局、北京市农林科学院、顺义区人民政府的鼎力支持，北务香逸葡萄大观园选用香味浓郁，色泽鲜艳，按早、中、晚熟搭配的60余个鲜食香味葡萄。,3.9,4.3,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0713/20170713033811486.jpg,1,,
124,国礼大桃采摘园,scenic,农业观光,北京市,桃养人”，并将其唤作“寿桃”，是因为桃的益处众人皆知：桃具有补中益气、养阴生津、润肠通便的功效，尤其适用于气血两亏、面黄肌瘦、心悸气短、便秘、闭经、淤血肿痛等症状的人多食。,3.5,3.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2017/0718/20170718062154407.jpg,1,,
125,宋庆龄青少年科技文化交流中心,scenic,博物馆/展览馆,北京市,宋庆龄青少年科技文化交流中心面向青少年、儿童，构建科技、艺术、文化、运动、自然教育、社会交往等六大体系的体验教育平台。,3,4.6,科技馆|教育文化|亲子互动,https://r1.visitbeijing.com.cn/vbj-s/2018/0703/20180703103239598.jpg,1,,
126,紫竹院公园,scenic,城市公园,北京市,紫竹院公园位于北京西三环内，海淀区白石桥附近，北京首都体育馆西侧。紫竹院公园始建于  1953年，因园内西北部有明清时期庙宇，“福荫紫竹院”而得名，有蜀南竹海的竹园别致，又有兔耳岭的灵石草甸景观。,2,3.6,公园|游船|竹林|赏花|皇家园林,https://r1.visitbeijing.com.cn/vbj-s/2018/0605/20180605030158763.jpg,1,,
127,模式口古街,scenic,历史文化街区,北京市,,1.6,4.4,历史文化街区|古镇古村|驼铃古道,https://r1.visitbeijing.com.cn/vbj-s/2017/0629/20170629095548243.jpg,1,,
128,龙潭公园龙吟阁,scenic,城市公园,北京市,龙潭公园的龙吟阁景区，位于公园西南部。,1.1,4.7,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816060045235.jpg,1,,
129,玉峰塔,scenic,历史古迹,北京市,玉峰塔也称“大塔”或“定光塔”，位于北京西北的玉泉山主峰上香积寺内。,1.6,4.3,历史遗迹|文化遗产|石刻艺术,https://r1.visitbeijing.com.cn/vbj-s/2017/0831/20170831043846363.jpg,1,,
130,岔道口村,scenic,度假休闲,北京市,延庆八达岭镇的“岔道口”村。“岔道口”村建于明代，已有450年历史，历经沧桑，古城处处可见明、清遗迹，并且已于2000年被市文物部门列为市级文物保护单位。今天的岔道口村，已经发展成为旅游民俗村。,3.2,4.2,古村落|古镇古村|延庆|民俗|民俗风情,https://r1.visitbeijing.com.cn/vbj-s/2017/0809/20170809052654959.jpg,1,,
131,王承恩墓,scenic,历史古迹,北京市,北京昌平区明十三陵陵区内、思陵前方有一座陪葬墓，普遍认为该墓是明朝末年明崇祯皇帝朱由检的心腹太监王承恩的墓葬，通常称为王承恩墓。,4.4,4.4,历史墓葬|太监墓|明十三陵,https://r1.visitbeijing.com.cn/vbj-s/2017/0828/20170828045001918.jpg,1,,
132,十三陵·昭陵,scenic,历史古迹,北京市,明昭陵位于北京市昌平区，是明十三陵中的一座陵墓，在大峪山东麓，是明朝第十二位皇帝穆宗朱载垕及其三位皇后的合葬陵寝。,1.4,4.4,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0810/20170810041028635.jpg,1,,
133,十三陵·康陵,scenic,历史古迹,北京市,明十三陵的康陵，是明朝第十位皇帝武宗朱厚照和皇后夏氏的合葬陵墓。,2.6,4.5,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0810/20170810034829625.jpg,1,,
134,十三陵·裕陵,scenic,历史古迹,北京市,明裕陵，位于明十三陵天寿山西峰石门山南麓，是明朝第六位皇帝明英宗朱祁镇和皇后钱氏、周氏的合葬陵寝。裕陵经多年风雨已残破不全，于2001年进行了彻底的修缮。,1.5,4.8,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0811/20170811100747438.jpg,1,,
135,十三陵·泰陵,scenic,历史古迹,北京市,明泰陵，位于笔架山东南麓，这里又称“施家台”，或“史家山”，是明朝第九帝孝宗敬皇帝朱祐樘（年号弘治）及皇后张氏的合葬陵寝。,6.1,3.8,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726052647522.jpg,1,,
136,十三陵·庆陵,scenic,历史古迹,北京市,庆陵，位于十三陵中的长陵西北1.5公里，献陵西北约0.5公里，北京昌平天寿山陵内黄山寺二岭南麓，是明朝第十四位皇帝——明光宗朱常洛和皇后郭氏、王氏、刘氏的合葬陵寝。,3.9,4.6,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726050930174.jpg,1,,
137,十三陵·景陵,scenic,历史古迹,北京市,明景陵是指明朝第五位皇帝宣宗朱瞻基与皇后孙氏的合葬陵寝，位于天寿山东峰（又名黑山）之下，建造动用10万余人，在1463年3月19日完工。,4.7,3.7,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726043521238.jpg,1,,
138,十三陵·永陵,scenic,历史古迹,北京市,明永陵位于北京市昌平区天寿山阳翠岭南麓，是明朝第十一位皇帝世宗朱厚熜及陈氏、方氏、杜氏三位皇后的合葬陵寝。,5.4,4.3,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726040703681.jpg,1,,
139,十三陵·茂陵,scenic,历史古迹,北京市,明茂陵，位于明十三陵明裕陵右侧的聚宝山下，是明朝第八位皇帝明宪宗朱见深和王氏、纪氏、邵氏三位皇后的合葬陵寝。,7.3,3.5,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0721/20170721032036474.jpg,1,,
140,十三陵·石牌坊,scenic,历史古迹,北京市,立在北京市昌平区天寿山明十三陵前的陵门是全国现存最大的石牌坊，这是一座六柱五间十一楼的彩绘超大石坊，高五十尺（合16米），宽一百零四尺（合35米），其上巨大的汉白玉石构件和精美的石雕工艺堪称一绝。,4.6,4.4,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0721/20170721014733310.jpg,1,,
141,十三陵·献陵,scenic,历史古迹,北京市,明献陵是中国明朝第四位皇帝明仁宗朱高炽和皇后张氏的陵墓，坐落在北京西北郊昌平区境内的燕山山麓的天寿山，是明十三陵之一。,4.3,3.7,世界遗产|明清历史|皇家陵寝|遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0721/20170721012958505.jpg,1,,
142,白河湾薰衣草庄园,scenic,度假休闲,北京市,怀柔白河湾薰衣草庄园，体验欧式风情，好山好水醉风景。,1.6,3.9,观光庄园|薰衣草|花海|亲子互动|休闲度假,https://r1.visitbeijing.com.cn/vbj-s/2018/0627/20180627025857776.jpg,1,,
143,冯玉祥将军陈列室,scenic,纪念馆/名人故居,北京市,慈善寺院后面名为“灵境”的东跨院就是冯玉祥将军故居，北房5间和厢房已修缮一新，现被辟为爱国主义教育基地“冯玉祥将军事迹陈列室”。,3.4,3.8,纪念馆|将军|民国历史|军事,https://r1.visitbeijing.com.cn/vbj-s/2017/0828/20170828043509509.jpg,1,,
144,芦潭古道,scenic,自然景区,北京市,芦潭古道是京易御道的支线，当时也得到了整修，拓宽展平，部分路段铺砌了条石或石块。,2.5,4.1,亲水|历史遗迹|古道|徒步|水域风光,https://r1.visitbeijing.com.cn/vbj-s/2017/0830/20170830050906310.jpg,1,,
145,亮马河国际风情水岸,scenic,自然景区,北京市,亮马河国际风情水岸，可一站式打卡游船、光影码头、文化空间、商业矩阵、户外休闲运动等综合文商旅+科技项目。既是Citywalk的首选地，也是放松身心的新选择。,5.7,3.6,亲水|休闲|国际风情|夜景|水域风光|水岸,https://r1.visitbeijing.com.cn/vbj-s/2023/1212/9967be3b17a2112fe03d7030bb041b29.jpg,1,,
146,北京丫髻山道教文化名胜区,scenic,宗教场所,北京市,丫髻山风景区位于北京市平谷区刘店乡(距北京91公里)，因山巅两块巨石状若古代女孩头上的丫髻，因此得名丫髻山。四方百姓又称丫髻山为"东大山"。距东直门70公里，距金海湖45公里。,2.6,3.5,宗教建筑|山地风光|登山|祈福|自然景观|道教,https://r1.visitbeijing.com.cn/vbj-s/2017/0522/20170522035757891.jpg,1,,
147,故宫九龙壁,scenic,历史古迹,北京市,九龙壁位于紫禁城宁寿宫区皇极门外。,9.3,3.8,世界遗产|中轴线遗产|明清历史|皇家建筑|遗产古迹|琉璃影壁,https://r1.visitbeijing.com.cn/vbj-s/2017/0831/20170831051550261.jpg,1,,
